"","WR","type","base","year","value","impacts"
"13881","Italy","gdp_cap","Biodiversity impacts (bird sp lost)","2008",3.87897248160377,"Consumption impacts"
"14371","Italy","pop","Biodiversity impacts (bird sp lost)","2008",3.30971765218105,"Consumption impacts"
"14861","Italy","gdp_cap","ES impacts (ton Cseq potential lost)","2008",3.87897248160377,"Consumption impacts"
"15351","Italy","pop","ES impacts (ton Cseq potential lost)","2008",3.30971765218105,"Consumption impacts"
"15841","Italy","gdp_cap","Biodiversity impacts (bird sp lost)","2009",-2.23360640641882,"Consumption impacts"
"16331","Italy","pop","Biodiversity impacts (bird sp lost)","2009",3.78148452108587,"Consumption impacts"
"16821","Italy","gdp_cap","ES impacts (ton Cseq potential lost)","2009",-2.23360640641882,"Consumption impacts"
"17311","Italy","pop","ES impacts (ton Cseq potential lost)","2009",3.78148452108587,"Consumption impacts"
"17801","Italy","gdp_cap","Biodiversity impacts (bird sp lost)","2010",-0.659516484305264,"Consumption impacts"
"18291","Italy","pop","Biodiversity impacts (bird sp lost)","2010",4.10119871220784,"Consumption impacts"
"18781","Italy","gdp_cap","ES impacts (ton Cseq potential lost)","2010",-0.659516484305264,"Consumption impacts"
"19271","Italy","pop","ES impacts (ton Cseq potential lost)","2010",4.10119871220784,"Consumption impacts"
"19761","Italy","gdp_cap","Biodiversity impacts (bird sp lost)","2011",-0.362431716228211,"Consumption impacts"
"20251","Italy","pop","Biodiversity impacts (bird sp lost)","2011",4.28038421057401,"Consumption impacts"
"20741","Italy","gdp_cap","ES impacts (ton Cseq potential lost)","2011",-0.362431716228211,"Consumption impacts"
"21231","Italy","pop","ES impacts (ton Cseq potential lost)","2011",4.28038421057401,"Consumption impacts"
"21721","Italy","bio_con_gdp","Biodiversity impacts (bird sp lost)","2001",-1.16809991372329,"Consumption impacts"
"22211","Italy","cseq_con_gdp","ES impacts (ton Cseq potential lost)","2001",-5.09263335398714,"Consumption impacts"
"22701","Italy","bio_con_gdp","Biodiversity impacts (bird sp lost)","2002",-1.12037386779682,"Consumption impacts"
"23191","Italy","cseq_con_gdp","ES impacts (ton Cseq potential lost)","2002",-0.218408561634232,"Consumption impacts"
"23681","Italy","bio_con_gdp","Biodiversity impacts (bird sp lost)","2003",1.45192164159736,"Consumption impacts"
"24171","Italy","cseq_con_gdp","ES impacts (ton Cseq potential lost)","2003",-0.45488545743672,"Consumption impacts"
"24661","Italy","bio_con_gdp","Biodiversity impacts (bird sp lost)","2004",14.2583057011248,"Consumption impacts"
"25151","Italy","cseq_con_gdp","ES impacts (ton Cseq potential lost)","2004",2.91713724082584,"Consumption impacts"
"25641","Italy","bio_con_gdp","Biodiversity impacts (bird sp lost)","2005",6.61532727372033,"Consumption impacts"
"26131","Italy","cseq_con_gdp","ES impacts (ton Cseq potential lost)","2005",-0.161305123154131,"Consumption impacts"
"26621","Italy","bio_con_gdp","Biodiversity impacts (bird sp lost)","2006",10.7481390818941,"Consumption impacts"
"27111","Italy","cseq_con_gdp","ES impacts (ton Cseq potential lost)","2006",-0.468008778682637,"Consumption impacts"
"27601","Italy","bio_con_gdp","Biodiversity impacts (bird sp lost)","2007",0.0902576386289676,"Consumption impacts"
"28091","Italy","cseq_con_gdp","ES impacts (ton Cseq potential lost)","2007",-8.17829816754633,"Consumption impacts"
"28581","Italy","bio_con_gdp","Biodiversity impacts (bird sp lost)","2008",2.70364194196417,"Consumption impacts"
"29071","Italy","cseq_con_gdp","ES impacts (ton Cseq potential lost)","2008",-12.3126385902717,"Consumption impacts"
"29561","Italy","bio_con_gdp","Biodiversity impacts (bird sp lost)","2009",-5.3568117911002,"Consumption impacts"
"30051","Italy","cseq_con_gdp","ES impacts (ton Cseq potential lost)","2009",-15.680236255209,"Consumption impacts"
"30541","Italy","bio_con_gdp","Biodiversity impacts (bird sp lost)","2010",-11.2784492205377,"Consumption impacts"
"31031","Italy","cseq_con_gdp","ES impacts (ton Cseq potential lost)","2010",-19.4391535942534,"Consumption impacts"
"31521","Italy","bio_con_gdp","Biodiversity impacts (bird sp lost)","2011",-9.9744172594392,"Consumption impacts"
"32011","Italy","cseq_con_gdp","ES impacts (ton Cseq potential lost)","2011",-19.3855534314822,"Consumption impacts"
"30100","Japan","gdp_cap","Biodiversity impacts (bird sp lost)","2001",0.269692852248847,"Consumption impacts"
"7910","Japan","pop","Biodiversity impacts (bird sp lost)","2001",0.219910144242138,"Consumption impacts"
"12810","Japan","gdp_cap","ES impacts (ton Cseq potential lost)","2001",0.269692852248847,"Consumption impacts"
"17710","Japan","pop","ES impacts (ton Cseq potential lost)","2001",0.219910144242138,"Consumption impacts"
"22610","Japan","gdp_cap","Biodiversity impacts (bird sp lost)","2002",0.280801637615313,"Consumption impacts"
"27510","Japan","pop","Biodiversity impacts (bird sp lost)","2002",0.453219831323402,"Consumption impacts"
"3241","Japan","gdp_cap","ES impacts (ton Cseq potential lost)","2002",0.280801637615313,"Consumption impacts"
"3731","Japan","pop","ES impacts (ton Cseq potential lost)","2002",0.453219831323402,"Consumption impacts"
"4221","Japan","gdp_cap","Biodiversity impacts (bird sp lost)","2003",1.77074400126013,"Consumption impacts"
"4711","Japan","pop","Biodiversity impacts (bird sp lost)","2003",0.66840072515173,"Consumption impacts"
"5201","Japan","gdp_cap","ES impacts (ton Cseq potential lost)","2003",1.77074400126013,"Consumption impacts"
"5691","Japan","pop","ES impacts (ton Cseq potential lost)","2003",0.66840072515173,"Consumption impacts"
"6181","Japan","gdp_cap","Biodiversity impacts (bird sp lost)","2004",4.17037879091338,"Consumption impacts"
"6671","Japan","pop","Biodiversity impacts (bird sp lost)","2004",0.702293686450698,"Consumption impacts"
"7161","Japan","gdp_cap","ES impacts (ton Cseq potential lost)","2004",4.17037879091338,"Consumption impacts"
"7651","Japan","pop","ES impacts (ton Cseq potential lost)","2004",0.702293686450698,"Consumption impacts"
"8141","Japan","gdp_cap","Biodiversity impacts (bird sp lost)","2005",5.37742485409557,"Consumption impacts"
"8631","Japan","pop","Biodiversity impacts (bird sp lost)","2005",0.711752187278316,"Consumption impacts"
"9121","Japan","gdp_cap","ES impacts (ton Cseq potential lost)","2005",5.37742485409557,"Consumption impacts"
"9611","Japan","pop","ES impacts (ton Cseq potential lost)","2005",0.711752187278316,"Consumption impacts"
"10101","Japan","gdp_cap","Biodiversity impacts (bird sp lost)","2006",7.33863311128016,"Consumption impacts"
"10591","Japan","pop","Biodiversity impacts (bird sp lost)","2006",0.69835264443919,"Consumption impacts"
"11081","Japan","gdp_cap","ES impacts (ton Cseq potential lost)","2006",7.33863311128016,"Consumption impacts"
"11571","Japan","pop","ES impacts (ton Cseq potential lost)","2006",0.69835264443919,"Consumption impacts"
"12061","Japan","gdp_cap","Biodiversity impacts (bird sp lost)","2007",9.51657328365336,"Consumption impacts"
"12551","Japan","pop","Biodiversity impacts (bird sp lost)","2007",0.709978718373138,"Consumption impacts"
"13041","Japan","gdp_cap","ES impacts (ton Cseq potential lost)","2007",9.51657328365336,"Consumption impacts"
"13531","Japan","pop","ES impacts (ton Cseq potential lost)","2007",0.709978718373138,"Consumption impacts"
"14021","Japan","gdp_cap","Biodiversity impacts (bird sp lost)","2008",8.59979334202096,"Consumption impacts"
"14511","Japan","pop","Biodiversity impacts (bird sp lost)","2008",0.6573973358556,"Consumption impacts"
"15001","Japan","gdp_cap","ES impacts (ton Cseq potential lost)","2008",8.59979334202096,"Consumption impacts"
"15491","Japan","pop","ES impacts (ton Cseq potential lost)","2008",0.6573973358556,"Consumption impacts"
"15981","Japan","gdp_cap","Biodiversity impacts (bird sp lost)","2009",2.62976024638795,"Consumption impacts"
"16471","Japan","pop","Biodiversity impacts (bird sp lost)","2009",0.542254276030583,"Consumption impacts"
"16961","Japan","gdp_cap","ES impacts (ton Cseq potential lost)","2009",2.62976024638795,"Consumption impacts"
"17451","Japan","pop","ES impacts (ton Cseq potential lost)","2009",0.542254276030583,"Consumption impacts"
"17941","Japan","gdp_cap","Biodiversity impacts (bird sp lost)","2010",7.59595939756251,"Consumption impacts"
"18431","Japan","pop","Biodiversity impacts (bird sp lost)","2010",0.457522660991566,"Consumption impacts"
"18921","Japan","gdp_cap","ES impacts (ton Cseq potential lost)","2010",7.59595939756251,"Consumption impacts"
"19411","Japan","pop","ES impacts (ton Cseq potential lost)","2010",0.457522660991566,"Consumption impacts"
"19901","Japan","gdp_cap","Biodiversity impacts (bird sp lost)","2011",6.8006106505783,"Consumption impacts"
"20391","Japan","pop","Biodiversity impacts (bird sp lost)","2011",0.746651690707023,"Consumption impacts"
"20881","Japan","gdp_cap","ES impacts (ton Cseq potential lost)","2011",6.8006106505783,"Consumption impacts"
"21371","Japan","pop","ES impacts (ton Cseq potential lost)","2011",0.746651690707023,"Consumption impacts"
"21861","Japan","bio_con_gdp","Biodiversity impacts (bird sp lost)","2001",6.38449617162116,"Consumption impacts"
"22351","Japan","cseq_con_gdp","ES impacts (ton Cseq potential lost)","2001",0.166939072793343,"Consumption impacts"
"22841","Japan","bio_con_gdp","Biodiversity impacts (bird sp lost)","2002",-8.67694685057317,"Consumption impacts"
"23331","Japan","cseq_con_gdp","ES impacts (ton Cseq potential lost)","2002",-10.8997416633398,"Consumption impacts"
"23821","Japan","bio_con_gdp","Biodiversity impacts (bird sp lost)","2003",-15.9123258770713,"Consumption impacts"
"24311","Japan","cseq_con_gdp","ES impacts (ton Cseq potential lost)","2003",-14.0470602358315,"Consumption impacts"
"24801","Japan","bio_con_gdp","Biodiversity impacts (bird sp lost)","2004",3.61688167098304,"Consumption impacts"
"25291","Japan","cseq_con_gdp","ES impacts (ton Cseq potential lost)","2004",-3.33626447008291,"Consumption impacts"
"25781","Japan","bio_con_gdp","Biodiversity impacts (bird sp lost)","2005",2.01972037569608,"Consumption impacts"
"26271","Japan","cseq_con_gdp","ES impacts (ton Cseq potential lost)","2005",-6.00126454203532,"Consumption impacts"
"26761","Japan","bio_con_gdp","Biodiversity impacts (bird sp lost)","2006",-26.1343825650965,"Consumption impacts"
"27251","Japan","cseq_con_gdp","ES impacts (ton Cseq potential lost)","2006",-26.266406881036,"Consumption impacts"
"27741","Japan","bio_con_gdp","Biodiversity impacts (bird sp lost)","2007",-32.6203319454093,"Consumption impacts"
"28231","Japan","cseq_con_gdp","ES impacts (ton Cseq potential lost)","2007",-28.9186213432967,"Consumption impacts"
"28721","Japan","bio_con_gdp","Biodiversity impacts (bird sp lost)","2008",-27.4398123554195,"Consumption impacts"
"29211","Japan","cseq_con_gdp","ES impacts (ton Cseq potential lost)","2008",-27.6343638481374,"Consumption impacts"
"29701","Japan","bio_con_gdp","Biodiversity impacts (bird sp lost)","2009",-41.5938846740048,"Consumption impacts"
"30191","Japan","cseq_con_gdp","ES impacts (ton Cseq potential lost)","2009",-38.4385704361535,"Consumption impacts"
"30681","Japan","bio_con_gdp","Biodiversity impacts (bird sp lost)","2010",-39.200121179296,"Consumption impacts"
"31171","Japan","cseq_con_gdp","ES impacts (ton Cseq potential lost)","2010",-38.9202753138844,"Consumption impacts"
"31661","Japan","bio_con_gdp","Biodiversity impacts (bird sp lost)","2011",-33.8355571696372,"Consumption impacts"
"32151","Japan","cseq_con_gdp","ES impacts (ton Cseq potential lost)","2011",-35.0859316728191,"Consumption impacts"
"3310","Korea, Rep.","gdp_cap","Biodiversity impacts (bird sp lost)","2001",3.73746983384011,"Consumption impacts"
"8210","Korea, Rep.","pop","Biodiversity impacts (bird sp lost)","2001",0.742959018285164,"Consumption impacts"
"13110","Korea, Rep.","gdp_cap","ES impacts (ton Cseq potential lost)","2001",3.73746983384011,"Consumption impacts"
"18010","Korea, Rep.","pop","ES impacts (ton Cseq potential lost)","2001",0.742959018285164,"Consumption impacts"
"22910","Korea, Rep.","gdp_cap","Biodiversity impacts (bird sp lost)","2002",11.251635443459,"Consumption impacts"
"27810","Korea, Rep.","pop","Biodiversity impacts (bird sp lost)","2002",1.3063022251628,"Consumption impacts"
"3271","Korea, Rep.","gdp_cap","ES impacts (ton Cseq potential lost)","2002",11.251635443459,"Consumption impacts"
"3761","Korea, Rep.","pop","ES impacts (ton Cseq potential lost)","2002",1.3063022251628,"Consumption impacts"
"4251","Korea, Rep.","gdp_cap","Biodiversity impacts (bird sp lost)","2003",13.7195109557336,"Consumption impacts"
"4741","Korea, Rep.","pop","Biodiversity impacts (bird sp lost)","2003",1.81075134033784,"Consumption impacts"
"5231","Korea, Rep.","gdp_cap","ES impacts (ton Cseq potential lost)","2003",13.7195109557336,"Consumption impacts"
"5721","Korea, Rep.","pop","ES impacts (ton Cseq potential lost)","2003",1.81075134033784,"Consumption impacts"
"6211","Korea, Rep.","gdp_cap","Biodiversity impacts (bird sp lost)","2004",18.3061384568702,"Consumption impacts"
"6701","Korea, Rep.","pop","Biodiversity impacts (bird sp lost)","2004",2.19388522121214,"Consumption impacts"
"7191","Korea, Rep.","gdp_cap","ES impacts (ton Cseq potential lost)","2004",18.3061384568702,"Consumption impacts"
"7681","Korea, Rep.","pop","ES impacts (ton Cseq potential lost)","2004",2.19388522121214,"Consumption impacts"
"8171","Korea, Rep.","gdp_cap","Biodiversity impacts (bird sp lost)","2005",23.0663601945657,"Consumption impacts"
"8661","Korea, Rep.","pop","Biodiversity impacts (bird sp lost)","2005",2.40376814971357,"Consumption impacts"
"9151","Korea, Rep.","gdp_cap","ES impacts (ton Cseq potential lost)","2005",23.0663601945657,"Consumption impacts"
"9641","Korea, Rep.","pop","ES impacts (ton Cseq potential lost)","2005",2.40376814971357,"Consumption impacts"
"10131","Korea, Rep.","gdp_cap","Biodiversity impacts (bird sp lost)","2006",28.4455707465266,"Consumption impacts"
"10621","Korea, Rep.","pop","Biodiversity impacts (bird sp lost)","2006",2.90127590959781,"Consumption impacts"
"11111","Korea, Rep.","gdp_cap","ES impacts (ton Cseq potential lost)","2006",28.4455707465266,"Consumption impacts"
"11601","Korea, Rep.","pop","ES impacts (ton Cseq potential lost)","2006",2.90127590959781,"Consumption impacts"
"12091","Korea, Rep.","gdp_cap","Biodiversity impacts (bird sp lost)","2007",34.7865643628282,"Consumption impacts"
"12581","Korea, Rep.","pop","Biodiversity impacts (bird sp lost)","2007",3.38141858114656,"Consumption impacts"
"13071","Korea, Rep.","gdp_cap","ES impacts (ton Cseq potential lost)","2007",34.7865643628282,"Consumption impacts"
"13561","Korea, Rep.","pop","ES impacts (ton Cseq potential lost)","2007",3.38141858114656,"Consumption impacts"
"14051","Korea, Rep.","gdp_cap","Biodiversity impacts (bird sp lost)","2008",37.7557936638739,"Consumption impacts"
"14541","Korea, Rep.","pop","Biodiversity impacts (bird sp lost)","2008",4.12819608939402,"Consumption impacts"
"15031","Korea, Rep.","gdp_cap","ES impacts (ton Cseq potential lost)","2008",37.7557936638739,"Consumption impacts"
"15521","Korea, Rep.","pop","ES impacts (ton Cseq potential lost)","2008",4.12819608939402,"Consumption impacts"
"16011","Korea, Rep.","gdp_cap","Biodiversity impacts (bird sp lost)","2009",38.0815245996723,"Consumption impacts"
"16501","Korea, Rep.","pop","Biodiversity impacts (bird sp lost)","2009",4.62457851156793,"Consumption impacts"
"16991","Korea, Rep.","gdp_cap","ES impacts (ton Cseq potential lost)","2009",38.0815245996723,"Consumption impacts"
"17481","Korea, Rep.","pop","ES impacts (ton Cseq potential lost)","2009",4.62457851156793,"Consumption impacts"
"17971","Korea, Rep.","gdp_cap","Biodiversity impacts (bird sp lost)","2010",46.2164280135196,"Consumption impacts"
"18461","Korea, Rep.","pop","Biodiversity impacts (bird sp lost)","2010",5.11029894394182,"Consumption impacts"
"18951","Korea, Rep.","gdp_cap","ES impacts (ton Cseq potential lost)","2010",46.2164280135196,"Consumption impacts"
"19441","Korea, Rep.","pop","ES impacts (ton Cseq potential lost)","2010",5.11029894394182,"Consumption impacts"
"19931","Korea, Rep.","gdp_cap","Biodiversity impacts (bird sp lost)","2011",50.9376463916646,"Consumption impacts"
"20421","Korea, Rep.","pop","Biodiversity impacts (bird sp lost)","2011",5.89542728062398,"Consumption impacts"
"20911","Korea, Rep.","gdp_cap","ES impacts (ton Cseq potential lost)","2011",50.9376463916646,"Consumption impacts"
"21401","Korea, Rep.","pop","ES impacts (ton Cseq potential lost)","2011",5.89542728062398,"Consumption impacts"
"21891","Korea, Rep.","bio_con_gdp","Biodiversity impacts (bird sp lost)","2001",29.6043918987072,"Consumption impacts"
"22381","Korea, Rep.","cseq_con_gdp","ES impacts (ton Cseq potential lost)","2001",5.96099418604818,"Consumption impacts"
"22871","Korea, Rep.","bio_con_gdp","Biodiversity impacts (bird sp lost)","2002",7.90728691819126,"Consumption impacts"
"23361","Korea, Rep.","cseq_con_gdp","ES impacts (ton Cseq potential lost)","2002",-3.42796026211016,"Consumption impacts"
"23851","Korea, Rep.","bio_con_gdp","Biodiversity impacts (bird sp lost)","2003",-4.48715652990277,"Consumption impacts"
"24341","Korea, Rep.","cseq_con_gdp","ES impacts (ton Cseq potential lost)","2003",-5.56617096873027,"Consumption impacts"
"24831","Korea, Rep.","bio_con_gdp","Biodiversity impacts (bird sp lost)","2004",48.1938129912649,"Consumption impacts"
"25321","Korea, Rep.","cseq_con_gdp","ES impacts (ton Cseq potential lost)","2004",21.4642441338421,"Consumption impacts"
"25811","Korea, Rep.","bio_con_gdp","Biodiversity impacts (bird sp lost)","2005",30.7187447621359,"Consumption impacts"
"26301","Korea, Rep.","cseq_con_gdp","ES impacts (ton Cseq potential lost)","2005",10.9967882037508,"Consumption impacts"
"26791","Korea, Rep.","bio_con_gdp","Biodiversity impacts (bird sp lost)","2006",33.926063551854,"Consumption impacts"
"27281","Korea, Rep.","cseq_con_gdp","ES impacts (ton Cseq potential lost)","2006",12.3605493456944,"Consumption impacts"
"27771","Korea, Rep.","bio_con_gdp","Biodiversity impacts (bird sp lost)","2007",-4.59177719175006,"Consumption impacts"
"28261","Korea, Rep.","cseq_con_gdp","ES impacts (ton Cseq potential lost)","2007",-10.3939861112032,"Consumption impacts"
"28751","Korea, Rep.","bio_con_gdp","Biodiversity impacts (bird sp lost)","2008",-11.4101215431856,"Consumption impacts"
"29241","Korea, Rep.","cseq_con_gdp","ES impacts (ton Cseq potential lost)","2008",-16.1123901009514,"Consumption impacts"
"29731","Korea, Rep.","bio_con_gdp","Biodiversity impacts (bird sp lost)","2009",-34.1737020262371,"Consumption impacts"
"30221","Korea, Rep.","cseq_con_gdp","ES impacts (ton Cseq potential lost)","2009",-31.6744665584469,"Consumption impacts"
"30711","Korea, Rep.","bio_con_gdp","Biodiversity impacts (bird sp lost)","2010",-46.8027352290025,"Consumption impacts"
"31201","Korea, Rep.","cseq_con_gdp","ES impacts (ton Cseq potential lost)","2010",-40.3450988471152,"Consumption impacts"
"31691","Korea, Rep.","bio_con_gdp","Biodiversity impacts (bird sp lost)","2011",-41.3218724102229,"Consumption impacts"
"32181","Korea, Rep.","cseq_con_gdp","ES impacts (ton Cseq potential lost)","2011",-37.7081413007702,"Consumption impacts"
"19100","Latvia","gdp_cap","Biodiversity impacts (bird sp lost)","2001",9.44791585270126,"Consumption impacts"
"6810","Latvia","pop","Biodiversity impacts (bird sp lost)","2001",-1.28318303731706,"Consumption impacts"
"11710","Latvia","gdp_cap","ES impacts (ton Cseq potential lost)","2001",9.44791585270126,"Consumption impacts"
"16610","Latvia","pop","ES impacts (ton Cseq potential lost)","2001",-1.28318303731706,"Consumption impacts"
"21510","Latvia","gdp_cap","Biodiversity impacts (bird sp lost)","2002",17.893765184021,"Consumption impacts"
"26410","Latvia","pop","Biodiversity impacts (bird sp lost)","2002",-2.42347574496843,"Consumption impacts"
"31310","Latvia","gdp_cap","ES impacts (ton Cseq potential lost)","2002",17.893765184021,"Consumption impacts"
"3621","Latvia","pop","ES impacts (ton Cseq potential lost)","2002",-2.42347574496843,"Consumption impacts"
"4111","Latvia","gdp_cap","Biodiversity impacts (bird sp lost)","2003",27.6045609614043,"Consumption impacts"
"4601","Latvia","pop","Biodiversity impacts (bird sp lost)","2003",-3.36191421511689,"Consumption impacts"
"5091","Latvia","gdp_cap","ES impacts (ton Cseq potential lost)","2003",27.6045609614043,"Consumption impacts"
"5581","Latvia","pop","ES impacts (ton Cseq potential lost)","2003",-3.36191421511689,"Consumption impacts"
"6071","Latvia","gdp_cap","Biodiversity impacts (bird sp lost)","2004",40.199523451326,"Consumption impacts"
"6561","Latvia","pop","Biodiversity impacts (bird sp lost)","2004",-4.41080441806931,"Consumption impacts"
"7051","Latvia","gdp_cap","ES impacts (ton Cseq potential lost)","2004",40.199523451326,"Consumption impacts"
"7541","Latvia","pop","ES impacts (ton Cseq potential lost)","2004",-4.41080441806931,"Consumption impacts"
"8031","Latvia","gdp_cap","Biodiversity impacts (bird sp lost)","2005",56.7465924784725,"Consumption impacts"
"8521","Latvia","pop","Biodiversity impacts (bird sp lost)","2005",-5.43815336529324,"Consumption impacts"
"9011","Latvia","gdp_cap","ES impacts (ton Cseq potential lost)","2005",56.7465924784725,"Consumption impacts"
"9501","Latvia","pop","ES impacts (ton Cseq potential lost)","2005",-5.43815336529324,"Consumption impacts"
"9991","Latvia","gdp_cap","Biodiversity impacts (bird sp lost)","2006",77.5428725284146,"Consumption impacts"
"10481","Latvia","pop","Biodiversity impacts (bird sp lost)","2006",-6.30157758019894,"Consumption impacts"
"10971","Latvia","gdp_cap","ES impacts (ton Cseq potential lost)","2006",77.5428725284146,"Consumption impacts"
"11461","Latvia","pop","ES impacts (ton Cseq potential lost)","2006",-6.30157758019894,"Consumption impacts"
"11951","Latvia","gdp_cap","Biodiversity impacts (bird sp lost)","2007",96.8575746928825,"Consumption impacts"
"12441","Latvia","pop","Biodiversity impacts (bird sp lost)","2007",-7.06320880234842,"Consumption impacts"
"12931","Latvia","gdp_cap","ES impacts (ton Cseq potential lost)","2007",96.8575746928825,"Consumption impacts"
"13421","Latvia","pop","ES impacts (ton Cseq potential lost)","2007",-7.06320880234842,"Consumption impacts"
"13911","Latvia","gdp_cap","Biodiversity impacts (bird sp lost)","2008",90.4953274593844,"Consumption impacts"
"14401","Latvia","pop","Biodiversity impacts (bird sp lost)","2008",-8.03480391121624,"Consumption impacts"
"14891","Latvia","gdp_cap","ES impacts (ton Cseq potential lost)","2008",90.4953274593844,"Consumption impacts"
"15381","Latvia","pop","ES impacts (ton Cseq potential lost)","2008",-8.03480391121624,"Consumption impacts"
"15871","Latvia","gdp_cap","Biodiversity impacts (bird sp lost)","2009",58.8937408321863,"Consumption impacts"
"16361","Latvia","pop","Biodiversity impacts (bird sp lost)","2009",-9.54070663766341,"Consumption impacts"
"16851","Latvia","gdp_cap","ES impacts (ton Cseq potential lost)","2009",58.8937408321863,"Consumption impacts"
"17341","Latvia","pop","ES impacts (ton Cseq potential lost)","2009",-9.54070663766341,"Consumption impacts"
"17831","Latvia","gdp_cap","Biodiversity impacts (bird sp lost)","2010",61.6781748147034,"Consumption impacts"
"18321","Latvia","pop","Biodiversity impacts (bird sp lost)","2010",-11.403983020422,"Consumption impacts"
"18811","Latvia","gdp_cap","ES impacts (ton Cseq potential lost)","2010",61.6781748147034,"Consumption impacts"
"19301","Latvia","pop","ES impacts (ton Cseq potential lost)","2010",-11.403983020422,"Consumption impacts"
"19791","Latvia","gdp_cap","Biodiversity impacts (bird sp lost)","2011",73.3753135835286,"Consumption impacts"
"20281","Latvia","pop","Biodiversity impacts (bird sp lost)","2011",-13.0025131465017,"Consumption impacts"
"20771","Latvia","gdp_cap","ES impacts (ton Cseq potential lost)","2011",73.3753135835286,"Consumption impacts"
"21261","Latvia","pop","ES impacts (ton Cseq potential lost)","2011",-13.0025131465017,"Consumption impacts"
"21751","Latvia","bio_con_gdp","Biodiversity impacts (bird sp lost)","2001",-9.49512069215496,"Consumption impacts"
"22241","Latvia","cseq_con_gdp","ES impacts (ton Cseq potential lost)","2001",-8.08232513729707,"Consumption impacts"
"22731","Latvia","bio_con_gdp","Biodiversity impacts (bird sp lost)","2002",-11.4320213252713,"Consumption impacts"
"23221","Latvia","cseq_con_gdp","ES impacts (ton Cseq potential lost)","2002",-10.8874833949159,"Consumption impacts"
"23711","Latvia","bio_con_gdp","Biodiversity impacts (bird sp lost)","2003",-20.3931732895959,"Consumption impacts"
"24201","Latvia","cseq_con_gdp","ES impacts (ton Cseq potential lost)","2003",-13.1367798790131,"Consumption impacts"
"24691","Latvia","bio_con_gdp","Biodiversity impacts (bird sp lost)","2004",-18.2863067586551,"Consumption impacts"
"25181","Latvia","cseq_con_gdp","ES impacts (ton Cseq potential lost)","2004",-9.69970318834755,"Consumption impacts"
"25671","Latvia","bio_con_gdp","Biodiversity impacts (bird sp lost)","2005",-25.3028421442976,"Consumption impacts"
"26161","Latvia","cseq_con_gdp","ES impacts (ton Cseq potential lost)","2005",-24.1523851932438,"Consumption impacts"
"26651","Latvia","bio_con_gdp","Biodiversity impacts (bird sp lost)","2006",0.782034478449923,"Consumption impacts"
"27141","Latvia","cseq_con_gdp","ES impacts (ton Cseq potential lost)","2006",-22.7245239006249,"Consumption impacts"
"27631","Latvia","bio_con_gdp","Biodiversity impacts (bird sp lost)","2007",-3.54879202471007,"Consumption impacts"
"28121","Latvia","cseq_con_gdp","ES impacts (ton Cseq potential lost)","2007",-30.7729012123724,"Consumption impacts"
"28611","Latvia","bio_con_gdp","Biodiversity impacts (bird sp lost)","2008",9.8735167125511,"Consumption impacts"
"29101","Latvia","cseq_con_gdp","ES impacts (ton Cseq potential lost)","2008",-42.5007303607332,"Consumption impacts"
"29591","Latvia","bio_con_gdp","Biodiversity impacts (bird sp lost)","2009",0.240613866919879,"Consumption impacts"
"30081","Latvia","cseq_con_gdp","ES impacts (ton Cseq potential lost)","2009",-39.9552536993746,"Consumption impacts"
"30571","Latvia","bio_con_gdp","Biodiversity impacts (bird sp lost)","2010",-16.5821773548299,"Consumption impacts"
"31061","Latvia","cseq_con_gdp","ES impacts (ton Cseq potential lost)","2010",-46.6113454821474,"Consumption impacts"
"31551","Latvia","bio_con_gdp","Biodiversity impacts (bird sp lost)","2011",10.2607872138845,"Consumption impacts"
"32041","Latvia","cseq_con_gdp","ES impacts (ton Cseq potential lost)","2011",-45.9665054022748,"Consumption impacts"
"17100","Lithuania","gdp_cap","Biodiversity impacts (bird sp lost)","2001",7.61885910266517,"Consumption impacts"
"6610","Lithuania","pop","Biodiversity impacts (bird sp lost)","2001",-0.820623076887907,"Consumption impacts"
"11510","Lithuania","gdp_cap","ES impacts (ton Cseq potential lost)","2001",7.61885910266517,"Consumption impacts"
"16410","Lithuania","pop","ES impacts (ton Cseq potential lost)","2001",-0.820623076887907,"Consumption impacts"
"21310","Lithuania","gdp_cap","Biodiversity impacts (bird sp lost)","2002",15.9322422367522,"Consumption impacts"
"26210","Lithuania","pop","Biodiversity impacts (bird sp lost)","2002",-1.61361391910242,"Consumption impacts"
"31110","Lithuania","gdp_cap","ES impacts (ton Cseq potential lost)","2002",15.9322422367522,"Consumption impacts"
"3601","Lithuania","pop","ES impacts (ton Cseq potential lost)","2002",-1.61361391910242,"Consumption impacts"
"4091","Lithuania","gdp_cap","Biodiversity impacts (bird sp lost)","2003",28.8538643054147,"Consumption impacts"
"4581","Lithuania","pop","Biodiversity impacts (bird sp lost)","2003",-2.40954800865029,"Consumption impacts"
"5071","Lithuania","gdp_cap","ES impacts (ton Cseq potential lost)","2003",28.8538643054147,"Consumption impacts"
"5561","Lithuania","pop","ES impacts (ton Cseq potential lost)","2003",-2.40954800865029,"Consumption impacts"
"6051","Lithuania","gdp_cap","Biodiversity impacts (bird sp lost)","2004",39.8877721238787,"Consumption impacts"
"6541","Lithuania","pop","Biodiversity impacts (bird sp lost)","2004",-3.49934962806498,"Consumption impacts"
"7031","Lithuania","gdp_cap","ES impacts (ton Cseq potential lost)","2004",39.8877721238787,"Consumption impacts"
